,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.004322585,0.014142177,0.0016136946,0.0055018095,0.0059826057,0.01243313,0.006857954,0.24702643,0.025264086,0.017496683,0.0030820665,0.0014103772,0.0018101181,0.0012377619
1,0.021926312,0.04739382,0.0043855766,0.0032224455,0.0033187945,0.011655607,0.018025547,0.007465955,0.068264715,0.0011129964,0.0019730898,0.0037306584,0.0032843119,0.013086827
2,0.0037590386,0.04319134,0.019092582,0.004338615,0.0074997386,0.025614819,0.088851415,0.03742431,0.09840801,0.0011078626,0.0027493443,0.008615729,0.007202332,0.00048947585
3,0.08238589,0.05205144,0.05838891,0.003442593,0.0036688198,0.004643325,0.05872957,0.027927294,0.08075863,0.01764364,0.0019296254,0.0004454343,0.0123282,0.0049418914
4,0.010029573,0.050083496,0.15,0.0024040802,0.0019492271,0.011668487,0.007929974,0.25784373,0.1295378,0.013932937,0.0063984045,0.003237443,0.0012546049,0.005370005
5,0.007921031,0.016676027,0.045726124,0.009762336,0.0004265871,0.015806919,0.09721403,0.1227367,0.11312246,0.0046969415,0.0045742216,0.0056627444,0.0065045296,0.015234973
6,0.0020402723,0.012613819,0.029808436,0.02420258,0.0035918772,0.01952161,0.051249806,0.17250873,0.12587921,0.0016900635,0.0027375123,0.0020716062,0.0055101705,0.009388308
7,0.024294551,0.00095998315,0.023414424,0.02280651,0.022065315,0.075079486,0.14215024,0.20334132,0.08509212,0.0038538242,0.0015535352,0.014405092,0.0064836014,0.0017979005
8,0.0016655738,0.0092148725,0.016619094,0.037569437,0.011172898,0.09932029,0.18880257,0.12271143,0.24809322,0.0069617582,0.0028266315,0.0023564333,0.0031121506,0.0030365158
9,0.0064922036,0.0011695664,0.014464902,0.048695907,0.0012242526,0.07324071,0.15703277,0.37730545,0.29637954,0.0008303404,0.0034499727,0.0017909823,0.0012193054,0.0050139846
10,0.0032608618,0.01606558,0.007662459,0.05720609,0.008487819,0.074018404,0.0070925676,0.06995955,0.21837643,0.004431419,0.004308578,0.007754704,0.0058479067,0.0015719391
11,0.004162301,0.010958673,0.0009910254,0.03652373,0.0026490914,0.032570723,0.18603632,0.06883196,0.2212617,0.0053286813,0.01040391,0.03192004,0.0012388125,0.0036891352
12,0.0025080678,0.00266499,0.010893125,0.032000445,0.008269487,0.0063084834,0.3256137,0.051592633,0.056437094,0.007119491,0.003935839,0.0062007625,0.00579215,0.006559829
13,0.004491388,0.0009233834,0.0020035428,0.013126251,0.001783365,0.0074403873,0.047265567,0.05724145,0.13301244,0.006780153,0.07424021,0.00700589,0.027586676,0.016387094
