,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0013713012,0.0047193966,0.00159664,0.00521531,0.00180906,0.006798315,0.0019040555,0.2709133,0.053143147,0.008950564,0.0017619806,0.0016612603,0.0026233522,0.00029195254
1,0.019860469,0.0040142327,0.002795889,0.0009709159,0.001249989,0.0069417926,0.015140887,0.009084137,0.032423936,0.00076858565,0.0011331909,0.004914007,0.0038170433,0.00996882
2,0.018345889,0.010803539,0.0012849913,0.0039035324,0.0026168537,0.017004523,0.034255717,0.026791442,0.03575905,0.005400817,0.00063201255,0.007797666,0.0030864934,0.000802693
3,0.01289645,0.04408716,0.0056301393,0.022584835,0.005114616,0.0025930712,0.03610482,0.025940876,0.029485192,0.010928526,0.002595202,0.0011565621,0.0072152466,0.0027591533
4,0.006104683,0.042764872,0.15,0.017505806,0.0013422639,0.0074776947,0.0078110597,0.018242666,0.015195515,0.007673858,0.00787098,0.002742975,0.0006699825,0.00048527625
5,0.0116241705,0.051575843,0.068686575,0.0071994076,0.0005755982,0.011068235,0.054730088,0.057539824,0.32277253,0.0048975623,0.002914075,0.0028235123,0.005722381,0.011291609
6,0.0013695171,0.027205508,0.044041865,0.00555237,0.0055237194,0.014431745,0.049728967,0.22767746,0.16779318,0.0021804604,0.0018153181,0.0018715569,0.0068439776,0.0045224386
7,0.01757283,0.008950472,0.024936656,0.034729358,0.005247108,0.04583772,0.11329878,0.17838094,0.081972964,0.0012931334,0.00164839,0.0062897974,0.0032055522,0.00060947903
8,0.0007628956,0.003496234,0.005536831,0.034090318,0.02868408,0.06308399,0.10104067,0.11525605,0.015541145,0.003832551,0.0044754134,0.0041846074,0.0010666299,0.0024506217
9,0.0042138877,0.0007344015,0.0028488927,0.027907409,0.016497206,0.06868847,0.11233199,0.2508837,0.374375,0.0006096902,0.0016967475,0.0011024772,0.0066776825,0.0041192044
10,0.0024342642,0.011034394,0.004814296,0.02875203,0.0059966194,0.009095603,0.024857905,0.04155449,0.083674915,0.0010391386,0.003760233,0.013721064,0.026146678,0.010050023
11,0.0038478987,0.010096577,0.0013127603,0.01834205,0.0020705606,0.0026084485,0.02911868,0.05141969,0.09740729,0.0023907209,0.0028491672,0.0021030814,0.0014056431,0.024799561
12,0.0019114388,0.0010964856,0.0059690494,0.021404477,0.006498336,0.10345455,0.06237366,0.050591312,0.15285368,0.08504861,0.0072803567,0.0043689273,0.0012328988,0.0004235091
13,0.0036662305,0.00041534603,0.0008393728,0.015576801,0.00023494638,0.011678163,0.043633897,0.04540916,0.06245766,0.015485101,0.010075886,0.0009982605,0.0018979784,0.009658078
