,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.027742168,0.017044378,0.029069776,0.03510449,0.0061010784,0.027819544,0.0049446817,0.015440083,0.0069457833,0.023567855,0.018164521,0.027063057,0.038202517,0.0053698677
1,0.0053871768,0.06234261,0.01244966,0.025131837,0.011656813,0.028814433,0.035303574,0.010651356,0.09794614,0.015160192,0.02278506,0.019758623,0.061586704,0.02492985
2,0.013353963,0.032479297,0.026692338,0.011333224,0.023407198,0.043271493,0.024664091,0.027012601,0.31010062,0.032542426,0.010924186,0.0334484,0.011140856,0.024165
3,0.018035775,0.011390031,0.0040607085,0.007111038,0.023916202,0.014653681,0.044194184,0.0661861,0.14154524,0.086372055,0.012585071,0.02744521,0.006505009,0.010701213
4,0.023833033,0.012314398,0.025131697,0.025286809,0.0082220845,0.12856485,0.029556336,0.14723475,0.08033549,0.1028067,0.107954465,0.009833341,0.02034843,0.007828549
5,0.019271335,0.031212626,0.026718125,0.0064965794,0.0016732604,0.015163058,1.0,0.06440854,0.18076548,0.012809016,0.14336857,0.055085514,0.01634277,0.029458703
6,0.011968797,0.0327865,0.037169483,0.017167104,0.051540643,0.028329724,0.2686284,0.7884891,0.7030216,0.013172736,0.012034768,0.01910486,0.05991352,0.021728484
7,0.024181163,0.008036245,0.0070355805,0.024517667,0.017030336,0.049082354,0.52149826,0.26938948,0.30965635,0.00757286,0.015934153,0.010711587,0.004238841,0.010617245
8,0.034680743,0.014036212,0.030506516,0.02611903,0.20976202,0.3138522,0.31768987,0.043428846,0.52687067,0.019741511,0.006741198,0.020747893,0.010876357,0.011071283
9,0.015973272,0.011935211,0.009301468,0.010934083,0.006300283,0.32944316,0.20550404,0.5318064,0.05617994,0.009410235,0.00642099,0.005785564,0.0055459454,0.042073414
10,0.014337483,0.050812323,0.027529845,0.018664239,0.009318926,0.061725564,0.023966871,0.043618258,0.012296126,0.048684392,0.023807704,0.04392843,0.0028618118,0.025073938
11,0.05377971,0.08677136,0.012766731,0.010921298,0.013890042,0.017336698,0.034334,0.019596888,0.20305632,0.012963985,0.014370022,0.0064708255,0.007825805,0.013455803
12,0.0062136105,0.008829101,0.021611257,0.010616597,0.19216134,0.09576572,0.0011376039,0.024118196,0.04591283,0.12462057,0.018819954,0.02260288,0.004292445,0.008905359
13,0.0034287244,0.0289374,0.023851918,0.039519288,0.19181065,0.09890901,0.01216033,0.010160817,0.026776291,0.017110998,0.11527141,0.01344177,0.014013331,0.01772231
