,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.025009286,0.027909271,0.014633496,0.038210906,0.12608775,0.041381426,0.065832704,0.18410794,0.1190005,0.020854963,0.03246961,0.013477185,0.011081235,0.010134639
1,0.01006001,0.09720449,0.01905153,0.020312194,0.05484367,0.030152975,0.17531759,0.029532436,0.18629469,0.043915037,0.053952828,0.046309322,0.03870552,0.03184299
2,0.012151048,0.022075353,0.022829315,0.010063266,0.021387488,0.0049968823,0.5031587,0.06112924,0.13476089,0.03194727,0.008534229,0.06660052,0.036782287,0.025595237
3,0.05471607,0.024035187,0.008124521,0.015677553,0.030563822,0.04823656,0.0926985,0.116273664,0.033805635,0.06430978,0.054182258,0.004803407,0.032439325,0.018547466
4,0.0296578,0.019710125,0.010437171,0.046440557,0.1300148,0.10471282,0.071199685,1.0,0.14150748,0.030570962,0.0704599,0.020627059,0.07731214,0.06282554
5,0.06419789,0.020753715,0.02335578,0.07012418,0.11193162,0.07343857,0.16157073,0.34229162,0.11768651,0.10785321,0.07822122,0.013049259,0.115656406,0.23022352
6,0.01870193,0.03239085,0.033271827,0.020400038,0.11577835,0.02150063,0.19627275,0.19293603,0.27515328,0.12013927,0.012089157,0.016660327,0.05220823,0.033786386
7,0.07884333,0.010151215,0.010336924,0.046333075,0.09536399,0.14068632,0.14550115,0.26531923,0.26749995,0.1516266,0.019112464,0.028147068,0.022817176,0.04360594
8,0.020395037,0.025061693,0.03683338,0.028429775,0.13487136,0.3032213,0.12390038,0.17603387,0.14875905,0.19591409,0.025619948,0.014389732,0.069343604,0.099621296
9,0.024258412,0.027044524,0.09273688,0.029961718,0.13756104,0.18552321,0.13505118,0.205112,0.16927473,0.053039297,0.022235395,0.005997217,0.04080382,0.028663918
10,0.019028226,0.07817795,0.042264894,0.027177863,0.1486737,0.09902203,0.1592509,0.04817912,0.083428614,0.025690865,0.034327082,0.07164786,0.041682057,0.15054633
11,0.05090221,0.034901083,0.09957517,0.042580437,0.15281893,0.09328485,0.18613638,0.036653217,0.0727937,0.05667153,0.045742843,0.03508959,0.080729574,0.09370613
12,0.008866626,0.018903822,0.011378272,0.02751265,0.04294156,0.088080995,0.2922249,0.05833448,0.059242204,0.067963965,0.10669634,0.14555919,0.0358215,0.050793055
13,0.02310816,0.023507852,0.009386561,0.012828394,0.039954327,0.0814986,0.10076242,0.0053643705,0.023140114,0.033751626,0.04256186,0.31889492,0.15770897,0.07744872
