,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.018517708,0.022738062,0.014702286,0.02678552,0.05373716,0.03027758,0.04780857,0.05770718,0.051389795,0.03625254,0.011362033,0.0073710945,0.006297422,0.0066446904
1,0.0049238773,0.06165087,0.015585931,0.030602457,0.09786559,0.023191072,0.13964583,0.008869172,0.0073161046,0.03243327,0.0031130638,0.020313248,0.019836925,0.03041551
2,0.006333236,0.015980737,0.012966256,0.0048078964,0.031301945,0.0010986594,0.0548169,0.04541568,0.044356562,0.02509994,0.012509855,0.048989087,0.027768688,0.022347812
3,0.02635798,0.0149412695,0.0013172762,0.0057573705,0.18628737,0.023282286,0.094029605,0.12404524,0.04187595,0.08815474,0.005981629,0.00019618949,0.032871492,0.032162625
4,0.025128733,0.008066834,0.0047299075,0.015487464,0.14371403,0.03844288,0.111688465,0.12533939,0.09097632,0.057060793,0.018396934,0.010824349,0.08932834,0.010763271
5,0.051929135,0.009545113,0.027448986,0.008363918,0.0740168,0.02265979,0.1532722,0.066308945,0.07407884,0.03173646,0.066728726,0.00937107,0.19748642,0.033282883
6,0.0054713776,0.01971586,0.016449917,0.004746328,0.069600634,0.021435851,0.16512631,0.18023401,0.26276428,0.15614232,0.022590872,0.04279932,0.03423191,0.14005937
7,0.065420985,0.0030632715,0.009201096,0.033364248,0.068073526,0.08978679,0.048143372,0.14207135,0.29117218,0.10264319,0.007886803,0.020881578,0.03427269,0.056871776
8,0.008178658,0.015813816,0.035715017,0.021438934,0.08000196,0.19181082,0.07583657,0.11617892,0.15118478,0.064945914,0.06667936,0.070530325,0.0699977,0.011550624
9,0.011816377,0.043356325,0.008145618,0.015909554,0.10188883,0.2270858,0.15,0.13694918,0.07548985,0.07773092,0.01995227,0.061552744,0.013673282,0.032252256
10,0.0141788665,0.084958985,0.033348467,0.02038652,0.11373889,0.08535367,0.05672448,0.047866322,0.021368481,0.104547195,0.020861778,0.0406497,0.0005401698,0.01667473
11,0.030564124,0.08599745,0.003800245,0.008984398,0.12601915,0.02378372,0.060764603,0.009058909,0.0030046278,0.007979015,0.013246136,0.0028262143,0.0027022013,0.0022285797
12,0.0036094382,0.008023604,0.009026157,0.019602012,0.07007619,0.12519595,0.06637114,0.08429872,0.038296334,0.08968755,0.008089557,0.014241706,0.005080259,0.0018276076
13,0.013799839,0.0053371848,0.136964,0.004120592,0.039598502,0.009099663,0.0019581027,0.00090961845,0.010687348,0.012494103,0.010157462,0.0071736807,0.004089486,0.058341354
