,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.043690357,0.099172376,0.006709086,0.0075510237,0.012972985,0.013021775,0.0041474355,0.036747076,0.0018445204,0.044134,0.009349548,0.00031668885,0.0031543649,0.0011619753
1,0.020795831,0.0956192,0.004396631,0.014591138,0.0044480185,0.011507818,0.0046631345,0.0026717554,0.00664891,0.036504168,0.004165311,0.015655203,0.009623508,0.016319728
2,0.0011155434,0.0068968344,0.039471366,0.012775079,0.0021480105,0.043497674,0.028039813,0.025574727,0.016245224,0.043228008,0.016409865,0.03864304,0.024497908,0.0030202204
3,0.016781352,0.05014228,0.011661512,0.004114209,0.0053539393,0.04864829,0.13592486,0.038929004,0.01487582,0.027940148,0.002100092,0.00095423684,0.029434152,0.003794815
4,0.009821743,0.05265557,0.0040947916,0.1317,0.0030477035,0.04546937,0.0016671205,0.008396237,0.0443517,0.03250753,0.022934148,0.002979715,0.003923814,0.0023208254
5,0.027115611,0.04091902,0.013028411,0.013551341,0.010092621,0.022180049,0.037932277,0.0072994106,0.009559711,0.030749235,0.0063722297,0.0037539187,0.017409781,0.035254333
6,0.004967307,0.116451085,0.016131248,0.009646378,0.01911777,0.01907764,0.14117697,0.07112596,0.041110672,0.013554861,0.004960131,0.0024016697,0.021578016,0.01330763
7,0.047507945,0.11101014,0.040427215,0.0135806585,0.005077238,0.005890066,0.059485704,0.017868407,0.008788282,0.011948024,0.003842193,0.017150292,0.01086301,0.0014767479
8,0.0039104205,0.08962422,0.013700109,0.008008951,0.041406572,0.023850847,0.053831674,0.021271003,0.011859153,0.010782266,0.032785825,0.008959496,0.008233869,0.011178965
9,0.015122678,0.10010846,0.03378979,0.0057692137,0.0022288312,0.02425575,0.06375962,0.015000001,0.06681129,0.009239152,0.014665046,0.0011261186,0.0020093012,0.011726111
10,0.006558369,0.07971855,0.014293393,0.03534875,0.01929161,0.041883387,0.0114533175,0.0076909936,0.0058061127,0.008401962,0.008579095,0.0642165,0.00045104342,0.0030769762
11,0.020807907,0.07759409,0.0062029487,0.008189595,0.0074735982,0.0302818,0.012150405,0.02111996,0.031360514,0.008594442,0.026878167,0.0015227466,0.0025478434,0.005869164
12,0.0017133397,0.013219406,0.0029022908,0.0044982494,0.0017797395,0.06704496,0.0075669093,0.00065554935,0.0061936486,0.0132828485,0.014682363,0.008407842,0.002846145,0.0045486814
13,0.010942218,0.054743152,0.0077142594,0.067523435,0.08689863,0.024120048,0.0022945332,0.00037221395,0.0071225674,0.012479431,0.015041128,0.0067320378,0.0021115013,0.038990956
